the similarityResults of the 722 corpus:

(722, 0.99999946)
(1503, 0.95534146)
(1334, 0.94681102)
(1422, 0.89922559)
(2382, 0.8854804)
(2383, 0.86804056)
(2184, 0.85676962)
(2030, 0.84116971)
(2183, 0.82982159)
(2872, 0.82146841)
(1886, 0.81180906)
(1584, 0.81047499)
(564, 0.80903244)
(494, 0.80895776)
(711, 0.80733252)
(389, 0.80539274)
(2719, 0.80347085)
(2110, 0.80307496)
(2700, 0.80129403)
(2029, 0.79946285)
(2190, 0.7973367)
(1185, 0.79691559)
(2718, 0.79650003)
(2602, 0.79586416)
(738, 0.79516983)
(1502, 0.79462898)
(689, 0.79191649)
(2213, 0.79004157)
(679, 0.78525484)
(1839, 0.78339207)
