the similarityResults of the 1030 corpus:

(1030, 0.99999833)
(1910, 0.93567622)
(1650, 0.93535721)
(192, 0.93531227)
(236, 0.93468487)
(1968, 0.91884601)
(1216, 0.91460425)
(1218, 0.91420555)
(1132, 0.90952027)
(593, 0.89964533)
(2885, 0.88645005)
(1133, 0.85248917)
(926, 0.84905928)
(2886, 0.84870464)
(919, 0.82950658)
(2884, 0.81992382)
(853, 0.81431913)
(1980, 0.79048526)
(2576, 0.78970242)
(1029, 0.78929156)
(517, 0.78064549)
(2577, 0.77292103)
(84, 0.76647377)
(1609, 0.75667942)
(2141, 0.74438196)
(3095, 0.73692298)
(2140, 0.73631763)
(924, 0.73518056)
(56, 0.72478634)
(1861, 0.72426629)
