the similarityResults of the 3209 corpus:

(3209, 0.99999988)
(2153, 0.98833841)
(2693, 0.98334497)
(2727, 0.98186445)
(851, 0.97989607)
(619, 0.97772241)
(1142, 0.97761357)
(2971, 0.97758859)
(1674, 0.97735858)
(1143, 0.97580814)
(397, 0.975214)
(3221, 0.97494447)
(2453, 0.97437453)
(2117, 0.97402656)
(2838, 0.9738974)
(2795, 0.97163832)
(618, 0.97123253)
(27, 0.97116244)
(796, 0.9710024)
(2118, 0.97018766)
(2960, 0.96937484)
(2959, 0.96928507)
(3210, 0.96738708)
(2692, 0.9670915)
(3320, 0.96655262)
(2962, 0.96593213)
(2545, 0.96405149)
(2933, 0.96057457)
(2558, 0.95695001)
(2786, 0.95603001)
