the similarityResults of the 2209 corpus:

(2209, 0.99999958)
(2210, 0.97851908)
(1051, 0.96973544)
(2188, 0.92400146)
(1832, 0.90716672)
(1299, 0.86623299)
(1274, 0.86272472)
(189, 0.86039031)
(2364, 0.84528756)
(1777, 0.84082139)
(2483, 0.82911742)
(1109, 0.82818341)
(1318, 0.80939251)
(1851, 0.80034363)
(432, 0.79936337)
(1776, 0.79044372)
(1052, 0.77736378)
(893, 0.7628687)
(894, 0.7531876)
(1852, 0.74378872)
(15, 0.7419194)
(1901, 0.73962599)
(1994, 0.73895615)
(958, 0.73792911)
(1459, 0.7322365)
(459, 0.73113978)
(468, 0.73057663)
(832, 0.72291934)
(12, 0.71129167)
(1778, 0.70786285)
