the similarityResults of the 2265 corpus:

(2265, 0.99999982)
(2264, 0.99529946)
(2565, 0.99016899)
(217, 0.99003369)
(2121, 0.98947453)
(669, 0.98888552)
(1999, 0.98888552)
(1940, 0.98888427)
(1556, 0.98888385)
(1997, 0.9888835)
(285, 0.98888266)
(546, 0.9888826)
(475, 0.98888201)
(1995, 0.98888183)
(2001, 0.98888153)
(399, 0.98888063)
(1982, 0.98887998)
(218, 0.98887944)
(687, 0.98887944)
(1240, 0.98887742)
(1996, 0.98887408)
(867, 0.98881942)
(668, 0.98875189)
(1239, 0.98867595)
(693, 0.98845094)
(1419, 0.98831326)
(1960, 0.98789018)
(199, 0.98717529)
(200, 0.98717529)
(212, 0.98717529)
