the similarityResults of the 1501 corpus:

(1501, 1.0)
(1290, 0.96899861)
(172, 0.96830273)
(2459, 0.96826321)
(161, 0.96760559)
(956, 0.96752119)
(171, 0.96743262)
(1926, 0.958812)
(676, 0.94734782)
(2328, 0.94578254)
(1477, 0.93605971)
(2332, 0.93577135)
(452, 0.93482625)
(411, 0.93386382)
(453, 0.93367666)
(454, 0.93363595)
(1242, 0.93338865)
(1812, 0.93194938)
(173, 0.92813843)
(656, 0.92813843)
(954, 0.92813843)
(955, 0.92813843)
(1016, 0.92813843)
(1157, 0.92813843)
(1494, 0.92813843)
(2280, 0.92813843)
(2281, 0.92813843)
(2458, 0.92700398)
(1557, 0.92483336)
(2333, 0.92480963)
