the similarityResults of the 1718 corpus:

(1718, 0.99999887)
(2939, 0.98810422)
(3218, 0.98157656)
(3082, 0.96717739)
(2774, 0.96643645)
(833, 0.96466833)
(221, 0.9646554)
(1869, 0.96359766)
(3084, 0.96345669)
(2606, 0.96290743)
(37, 0.96289217)
(2539, 0.96269828)
(3104, 0.96009517)
(2494, 0.9596802)
(736, 0.95936525)
(2773, 0.95893824)
(2864, 0.95875871)
(2317, 0.95871937)
(3206, 0.95815808)
(2540, 0.95726174)
(3000, 0.95635337)
(3257, 0.95537788)
(2601, 0.9549005)
(831, 0.95390451)
(3047, 0.95338708)
(3054, 0.95233142)
(2771, 0.95200354)
(3051, 0.95051533)
(2608, 0.95026743)
(3050, 0.9501797)
