the similarityResults of the 1040 corpus:

(1040, 0.99997544)
(1709, 0.88052058)
(1594, 0.87939322)
(811, 0.87818766)
(822, 0.87269747)
(1090, 0.86870396)
(585, 0.86495066)
(1605, 0.86446261)
(671, 0.86268222)
(800, 0.86216706)
(1038, 0.85891008)
(1400, 0.84958291)
(583, 0.84584111)
(2298, 0.83465225)
(3304, 0.82913047)
(1039, 0.82686305)
(2311, 0.82443702)
(1037, 0.81853449)
(1207, 0.81519341)
(847, 0.81403059)
(1351, 0.81128716)
(1399, 0.8030411)
(1002, 0.79793918)
(599, 0.79477847)
(2154, 0.79391444)
(2649, 0.79371732)
(1420, 0.79011512)
(2853, 0.78559387)
(3303, 0.78393054)
(3091, 0.78330588)
