the similarityResults of the 424 corpus:

(424, 1.0)
(568, 0.99999243)
(42, 0.99999028)
(1237, 0.999946)
(344, 0.99968642)
(328, 0.99843931)
(569, 0.99843931)
(1361, 0.99843931)
(2229, 0.99724042)
(857, 0.99613565)
(896, 0.98993802)
(1259, 0.98841888)
(2230, 0.98643064)
(153, 0.9784922)
(570, 0.97539604)
(1945, 0.94821388)
(165, 0.94194275)
(1944, 0.94100714)
(409, 0.93933535)
(1660, 0.9365769)
(1362, 0.93654299)
(571, 0.92954856)
(1947, 0.92544729)
(2484, 0.92412657)
(564, 0.91779095)
(1663, 0.91647208)
(3290, 0.91608405)
(994, 0.91331571)
(2242, 0.91268063)
(2421, 0.90330309)
