the similarityResults of the 2067 corpus:

(2070, 0.99805593)
(1060, 0.99787474)
(2069, 0.99733257)
(7, 0.99483913)
(1059, 0.99468094)
(1764, 0.99385923)
(2355, 0.99354339)
(2925, 0.99344528)
(37, 0.99178827)
(347, 0.99170429)
(805, 0.99125105)
(5, 0.99112403)
(6, 0.99112403)
(8, 0.99112403)
(24, 0.99112403)
(35, 0.99112403)
(36, 0.99112403)
(54, 0.99112403)
(98, 0.99112403)
(196, 0.99112403)
(557, 0.99112403)
(607, 0.99112403)
(608, 0.99112403)
(610, 0.99112403)
(673, 0.99112403)
(834, 0.99112403)
(836, 0.99112403)
(1009, 0.99112403)
(1010, 0.99112403)
(1011, 0.99112403)
