the similarityResults of the 2601 corpus:

(2601, 0.99999988)
(736, 0.99745685)
(2773, 0.99726689)
(2774, 0.99709302)
(2067, 0.99666029)
(3028, 0.9961701)
(558, 0.99521869)
(2864, 0.99436146)
(2317, 0.99266726)
(2494, 0.99233609)
(2771, 0.99231583)
(713, 0.99227339)
(2495, 0.99186128)
(833, 0.98867607)
(221, 0.98847717)
(2606, 0.98783839)
(3000, 0.98575836)
(1869, 0.98338675)
(3030, 0.98307687)
(3068, 0.98307157)
(3050, 0.98261368)
(2301, 0.98178488)
(2541, 0.98123533)
(37, 0.98026556)
(2542, 0.98014092)
(1061, 0.97938341)
(3104, 0.97728449)
(1793, 0.97682846)
(2725, 0.97617823)
(2593, 0.97526366)
