the similarityResults of the 480 corpus:

(480, 0.99958926)
(1424, 0.96881104)
(1435, 0.92866415)
(575, 0.87751377)
(1990, 0.87292761)
(202, 0.86883652)
(1641, 0.86746216)
(2324, 0.86531687)
(369, 0.8644532)
(2404, 0.86235559)
(3293, 0.86151481)
(2258, 0.86103046)
(2400, 0.85460019)
(479, 0.84275991)
(503, 0.83533889)
(375, 0.8260988)
(2255, 0.82558358)
(2405, 0.82510376)
(2620, 0.8232317)
(1357, 0.82274401)
(2704, 0.81729263)
(1347, 0.81548619)
(203, 0.81158936)
(2695, 0.81094903)
(1412, 0.8073498)
(2256, 0.80571318)
(2696, 0.80315673)
(2403, 0.79966265)
(1446, 0.79680198)
(2335, 0.79669547)
