the similarityResults of the 27 corpus:

(27, 0.99999988)
(619, 0.99335527)
(1142, 0.9933424)
(1674, 0.99323392)
(1143, 0.99029636)
(397, 0.9895646)
(2453, 0.98928404)
(2959, 0.98906112)
(796, 0.98804349)
(2795, 0.98691255)
(618, 0.98489809)
(851, 0.98482543)
(2118, 0.9825148)
(2960, 0.98210716)
(2693, 0.98179984)
(2962, 0.97913271)
(3320, 0.97861052)
(2153, 0.97738159)
(2117, 0.9757601)
(2838, 0.97423393)
(2933, 0.97390395)
(2545, 0.97318828)
(2558, 0.97258782)
(3209, 0.97123545)
(2658, 0.9703052)
(2973, 0.96961623)
(3221, 0.96759266)
(2971, 0.96714604)
(2801, 0.96531105)
(2170, 0.96383703)
