the similarityResults of the 2231 corpus:

(2231, 0.99998528)
(1599, 0.88856059)
(74, 0.81758308)
(2328, 0.81592441)
(452, 0.8062247)
(411, 0.80388749)
(453, 0.80347782)
(454, 0.8033902)
(1242, 0.8028667)
(173, 0.79367465)
(656, 0.79367465)
(954, 0.79367465)
(955, 0.79367465)
(1016, 0.79367465)
(1157, 0.79367465)
(1494, 0.79367465)
(2280, 0.79367465)
(2281, 0.79367465)
(2329, 0.79289335)
(2332, 0.79209369)
(2333, 0.79082811)
(956, 0.78927714)
(413, 0.78759915)
(1290, 0.78435338)
(2458, 0.78017449)
(2330, 0.77847654)
(2282, 0.77792192)
(172, 0.77391553)
(1178, 0.773543)
(2334, 0.77234143)
