the similarityResults of the 2643 corpus:

(2643, 0.99999976)
(1716, 0.96392149)
(1276, 0.96362931)
(1375, 0.95922524)
(2126, 0.95550048)
(2642, 0.95413363)
(553, 0.95367342)
(1781, 0.94666654)
(1546, 0.94049561)
(220, 0.9395963)
(1814, 0.93543214)
(1535, 0.90785164)
(2903, 0.8700797)
(1137, 0.86751103)
(2641, 0.86605424)
(219, 0.8657006)
(1815, 0.85806048)
(3037, 0.85365546)
(1765, 0.83757824)
(1766, 0.83753777)
(2486, 0.81207603)
(2941, 0.80272532)
(714, 0.79920328)
(2729, 0.79863006)
(1247, 0.79768455)
(2493, 0.79545712)
(1277, 0.78618681)
(1717, 0.78414428)
(96, 0.78162575)
(3036, 0.77770787)
