the similarityResults of the 602 corpus:

(602, 0.99996579)
(3106, 0.99896902)
(678, 0.99670476)
(126, 0.99540758)
(1705, 0.99377)
(3123, 0.99294657)
(587, 0.98764938)
(1220, 0.98730743)
(3110, 0.98381728)
(3125, 0.98374003)
(3122, 0.98102534)
(2759, 0.97996509)
(1289, 0.97271949)
(128, 0.97271848)
(1558, 0.97271645)
(415, 0.97270614)
(416, 0.97261691)
(129, 0.97231603)
(175, 0.97118151)
(315, 0.97118151)
(316, 0.97118151)
(350, 0.97118151)
(1706, 0.97118151)
(1822, 0.96935391)
(127, 0.96862477)
(1238, 0.9679336)
(3124, 0.96719915)
(2889, 0.96585357)
(1530, 0.96059221)
(2466, 0.95634121)
