the similarityResults of the 387 corpus:

(387, 0.99961746)
(589, 0.92233592)
(1625, 0.91079473)
(1123, 0.89047503)
(1110, 0.88079298)
(1649, 0.87026638)
(2305, 0.85050869)
(1068, 0.82902503)
(1124, 0.82855111)
(1111, 0.82308066)
(3095, 0.81182277)
(3096, 0.78758645)
(386, 0.78161204)
(1622, 0.77787769)
(1128, 0.772089)
(423, 0.76849103)
(827, 0.76602137)
(3150, 0.7651071)
(803, 0.76355577)
(804, 0.76355577)
(88, 0.76351351)
(658, 0.76206237)
(242, 0.76189148)
(241, 0.76068574)
(133, 0.76062453)
(87, 0.76035559)
(43, 0.74999022)
(83, 0.74999022)
(85, 0.74999022)
(86, 0.74999022)
