the similarityResults of the 1289 corpus:

(1289, 1.0)
(128, 0.99999815)
(1558, 0.99999756)
(415, 0.99998808)
(416, 0.99989986)
(129, 0.99959558)
(175, 0.99839801)
(315, 0.99839801)
(316, 0.99839801)
(350, 0.99839801)
(1706, 0.99839801)
(1822, 0.99731517)
(3124, 0.99591529)
(1238, 0.99511635)
(126, 0.98982477)
(1530, 0.98942357)
(2466, 0.98540241)
(127, 0.98106498)
(2469, 0.97848016)
(314, 0.97736752)
(1356, 0.97714841)
(1704, 0.97302938)
(125, 0.97268993)
(602, 0.97082168)
(1707, 0.97081369)
(3106, 0.96713281)
(1656, 0.96349663)
(678, 0.96301144)
(3109, 0.95951658)
(1658, 0.95059109)
