the similarityResults of the 94 corpus:

(94, 1.0)
(611, 0.99069113)
(362, 0.99059927)
(17, 0.99048328)
(18, 0.99048328)
(76, 0.99048328)
(93, 0.99048328)
(253, 0.99048328)
(254, 0.99048328)
(690, 0.99048328)
(691, 0.99048328)
(692, 0.99048328)
(740, 0.99048328)
(741, 0.99048328)
(890, 0.99048328)
(1376, 0.99048328)
(1527, 0.99048328)
(1633, 0.99048328)
(823, 0.99044055)
(417, 0.99033767)
(418, 0.98994279)
(1526, 0.98874176)
(1632, 0.98825991)
(772, 0.98362833)
(889, 0.9829427)
(2361, 0.98066419)
(717, 0.97898626)
(2262, 0.977723)
(2640, 0.97742856)
(2038, 0.97693372)
