the similarityResults of the 2893 corpus:

(2459, 0.99508882)
(171, 0.99119341)
(161, 0.99109215)
(172, 0.99048918)
(1290, 0.98547518)
(676, 0.98451507)
(956, 0.98042655)
(2892, 0.9637146)
(1501, 0.95709229)
(2460, 0.9553898)
(1477, 0.95279366)
(1557, 0.9434247)
(1476, 0.93502247)
(2332, 0.93161303)
(2458, 0.92742682)
(452, 0.92715126)
(411, 0.92593795)
(453, 0.92570972)
(454, 0.92566037)
(1242, 0.92536181)
(2328, 0.9229672)
(173, 0.91935408)
(656, 0.91935408)
(954, 0.91935408)
(955, 0.91935408)
(1016, 0.91935408)
(1157, 0.91935408)
(1494, 0.91935408)
(2280, 0.91935408)
(2281, 0.91935408)
