the similarityResults of the 226 corpus:

(226, 0.99999988)
(1428, 0.99997634)
(52, 0.99997121)
(426, 0.99996382)
(1860, 0.99994498)
(51, 0.99991685)
(321, 0.99987352)
(667, 0.99985701)
(320, 0.99947375)
(142, 0.99932003)
(319, 0.99908274)
(2124, 0.99896115)
(62, 0.99851394)
(110, 0.99851394)
(151, 0.99851394)
(205, 0.99851394)
(244, 0.99851394)
(262, 0.99851394)
(322, 0.99851394)
(324, 0.99851394)
(615, 0.99851394)
(616, 0.99851394)
(646, 0.99851394)
(647, 0.99851394)
(695, 0.99851394)
(696, 0.99851394)
(752, 0.99851394)
(759, 0.99851394)
(812, 0.99851394)
(813, 0.99851394)
