the similarityResults of the 992 corpus:

(992, 1.0)
(1127, 0.99345469)
(1150, 0.99046975)
(67, 0.98843455)
(555, 0.9866578)
(1409, 0.98339915)
(3327, 0.97029924)
(2909, 0.96746218)
(3326, 0.94549721)
(3328, 0.93763638)
(1774, 0.93581605)
(1727, 0.92994881)
(2906, 0.9210248)
(1321, 0.91994691)
(1775, 0.91416955)
(2908, 0.88748205)
(2988, 0.8801862)
(2350, 0.87604505)
(3329, 0.86956835)
(2351, 0.86903679)
(2349, 0.86594516)
(2907, 0.86273634)
(2024, 0.84496099)
(1773, 0.83846283)
(1074, 0.83571464)
(243, 0.82979834)
(2987, 0.82358599)
(1726, 0.78808904)
(1003, 0.7836895)
(981, 0.76780659)
