the similarityResults of the 2154 corpus:

(2154, 0.99802125)
(1202, 0.98671079)
(1420, 0.98394424)
(2853, 0.96781677)
(598, 0.96738267)
(2649, 0.96626735)
(599, 0.9658199)
(2155, 0.96569276)
(2852, 0.96359372)
(2425, 0.95738918)
(3045, 0.9527154)
(2218, 0.94822854)
(2426, 0.9428494)
(2972, 0.94207394)
(522, 0.94085968)
(1369, 0.93589854)
(2217, 0.92429274)
(2737, 0.92116803)
(3044, 0.90859175)
(2779, 0.89055872)
(2967, 0.88144094)
(3042, 0.87745678)
(2966, 0.87640041)
(874, 0.87618113)
(2994, 0.87493575)
(3230, 0.87436867)
(3199, 0.87364018)
(2740, 0.87335742)
(3099, 0.87034696)
(1491, 0.87032819)
