the similarityResults of the 2313 corpus:

(1793, 0.99875093)
(2356, 0.99809611)
(2313, 0.99805385)
(2725, 0.99798751)
(5, 0.99782437)
(6, 0.99782437)
(8, 0.99782437)
(24, 0.99782437)
(35, 0.99782437)
(36, 0.99782437)
(54, 0.99782437)
(98, 0.99782437)
(196, 0.99782437)
(557, 0.99782437)
(607, 0.99782437)
(608, 0.99782437)
(610, 0.99782437)
(673, 0.99782437)
(834, 0.99782437)
(836, 0.99782437)
(1009, 0.99782437)
(1010, 0.99782437)
(1011, 0.99782437)
(1012, 0.99782437)
(1017, 0.99782437)
(1018, 0.99782437)
(1019, 0.99782437)
(1020, 0.99782437)
(1021, 0.99782437)
(1022, 0.99782437)
