the similarityResults of the 1649 corpus:

(1649, 0.99999642)
(1123, 0.99709892)
(1124, 0.99349248)
(1625, 0.98383856)
(658, 0.96309668)
(242, 0.96309465)
(88, 0.96307009)
(803, 0.96306813)
(804, 0.96306813)
(241, 0.96305162)
(133, 0.96304816)
(87, 0.96303153)
(827, 0.96281254)
(43, 0.96100616)
(83, 0.96100616)
(85, 0.96100616)
(86, 0.96100616)
(190, 0.96100616)
(191, 0.96100616)
(201, 0.96100616)
(238, 0.96100616)
(239, 0.96100616)
(240, 0.96100616)
(281, 0.96100616)
(383, 0.96100616)
(384, 0.96100616)
(400, 0.96100616)
(402, 0.96100616)
(433, 0.96100616)
(441, 0.96100616)
