the similarityResults of the 1720 corpus:

(1720, 0.9999966)
(2800, 0.999394)
(2656, 0.99817306)
(2634, 0.9980908)
(2728, 0.99682069)
(2451, 0.9967252)
(271, 0.99614394)
(2287, 0.99608105)
(2798, 0.99554652)
(2457, 0.99526978)
(1867, 0.99469674)
(2479, 0.99368632)
(2636, 0.99279505)
(2452, 0.99268621)
(2450, 0.99117714)
(2797, 0.98956686)
(2058, 0.98882657)
(687, 0.98848498)
(218, 0.98848492)
(1982, 0.98848331)
(399, 0.98848087)
(2001, 0.98847765)
(285, 0.98847258)
(669, 0.98844463)
(1999, 0.9884398)
(1940, 0.98841631)
(1556, 0.9884125)
(1997, 0.98840982)
(546, 0.98840261)
(475, 0.98839849)
