the similarityResults of the 2745 corpus:

(2745, 0.99999696)
(2835, 0.99883717)
(215, 0.99727714)
(2780, 0.99697053)
(3101, 0.99612874)
(3060, 0.99612248)
(1173, 0.99559122)
(2206, 0.99552941)
(2507, 0.99542868)
(797, 0.99525684)
(3252, 0.99501514)
(2738, 0.99499738)
(3282, 0.99481022)
(381, 0.99439776)
(3120, 0.99431139)
(2709, 0.99412149)
(50, 0.99405426)
(343, 0.99405122)
(395, 0.99402612)
(871, 0.99402368)
(816, 0.99401695)
(802, 0.9940055)
(830, 0.99398899)
(801, 0.99398673)
(1854, 0.99397463)
(1871, 0.99397177)
(1208, 0.99395859)
(1292, 0.99395502)
(3311, 0.99375856)
(394, 0.9937529)
