the similarityResults of the 927 corpus:

(927, 0.99999607)
(1078, 0.96522987)
(1798, 0.93445241)
(1198, 0.91991949)
(926, 0.85500497)
(699, 0.83374506)
(1385, 0.82731736)
(3062, 0.80954599)
(1352, 0.80762124)
(864, 0.79606694)
(2530, 0.79172134)
(670, 0.78250843)
(1480, 0.78250843)
(1797, 0.7736088)
(2531, 0.76931274)
(1077, 0.76860499)
(267, 0.7650435)
(904, 0.76322687)
(1510, 0.76135463)
(905, 0.75855553)
(1509, 0.75698942)
(3059, 0.75264436)
(1659, 0.74838543)
(701, 0.74614298)
(1193, 0.74358052)
(1508, 0.73807847)
(1359, 0.73792171)
(1072, 0.73431617)
(1372, 0.73201597)
(1001, 0.73061961)
