the similarityResults of the 2671 corpus:

(2671, 0.99999976)
(2073, 0.99639392)
(794, 0.99310565)
(2525, 0.98999989)
(2587, 0.98775154)
(2086, 0.98768246)
(2084, 0.98577267)
(2672, 0.97933078)
(1973, 0.97867143)
(2610, 0.97694093)
(2609, 0.9769398)
(682, 0.97561401)
(2611, 0.97500515)
(2623, 0.97497195)
(2670, 0.9745543)
(2635, 0.97119975)
(793, 0.97078604)
(2085, 0.96911615)
(2074, 0.96461821)
(2636, 0.96073824)
(2634, 0.96052498)
(693, 0.95748907)
(1239, 0.95718455)
(668, 0.95701897)
(867, 0.95680308)
(1996, 0.95646751)
(1240, 0.95642585)
(1995, 0.95635545)
(475, 0.95635194)
(546, 0.95633858)
