the similarityResults of the 2190 corpus:

(2190, 0.99999976)
(2718, 0.99704999)
(738, 0.99365354)
(2719, 0.9935956)
(689, 0.99269223)
(1878, 0.98070073)
(3158, 0.97483945)
(1489, 0.97385395)
(1584, 0.96550965)
(700, 0.96247566)
(1985, 0.96228504)
(494, 0.96017081)
(2700, 0.95669335)
(711, 0.95515907)
(391, 0.95450318)
(2057, 0.9540962)
(3181, 0.9523235)
(389, 0.94972563)
(2213, 0.94958562)
(2068, 0.94726074)
(2717, 0.9461531)
(763, 0.94345558)
(2602, 0.94084823)
(1502, 0.93760586)
(2202, 0.92923713)
(2922, 0.92069572)
(1838, 0.91722983)
(2846, 0.91277391)
(1503, 0.91201019)
(2630, 0.90703225)
